"","Data","Measure_Code","Measure_ItemName_ENG","Measure_SortOrder","Measure_Hierarchy","Measure_ItemNotes_ENG","Period_Code","Period_ItemName_ENG","Period_SortOrder","Period_Hierarchy","Period_ItemNotes_ENG","Transactionvalue_Code","Transactionvalue_ItemName_ENG","Transactionvalue_SortOrder","Transactionvalue_Hierarchy","Transactionvalue_ItemNotes_ENG","PartitionKey"
"1998",10,"C","Number of transactions","101","0","","201920Apr","April 2019-20","211","201920Q1","","C02","Non-residential rental value (purchase element)","302","C03","",""
"1999",0,"D","Tax due (£ million)","102","0","","201920Apr","April 2019-20","211","201920Q1","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2000",7,"V","Property value taxed (£ million)","103","0","","201920Apr","April 2019-20","211","201920Q1","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2001",10,"C","Number of transactions","101","0","","201920Aug","August 2019-20","222","201920Q2","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2002",0,"D","Tax due (£ million)","102","0","","201920Aug","August 2019-20","222","201920Q2","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2003",10,"V","Property value taxed (£ million)","103","0","","201920Aug","August 2019-20","222","201920Q2","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2004",10,"C","Number of transactions","101","0","","201819Sep","September 2018-19","123","201819Q2","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2005",0,"D","Tax due (£ million)","102","0","","201819Sep","September 2018-19","123","201819Q2","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2006",2,"V","Property value taxed (£ million)","103","0","","201819Sep","September 2018-19","123","201819Q2","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2007",180,"C","Number of transactions","101","0","","201920","2019-20","200","","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2008",1.3,"D","Tax due (£ million)","102","0","","201920","2019-20","200","","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2009",151,"V","Property value taxed (£ million)","103","0","","201920","2019-20","200","","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2010",60,"C","Number of transactions","101","0","","201819Q3","October to December 2018-19","130","201819","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2011",0.1,"D","Tax due (£ million)","102","0","","201819Q3","October to December 2018-19","130","201819","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2012",0,"V","Property value taxed (£ million)","103","0","","201819Q3","October to December 2018-19","130","201819","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2013",30,"C","Number of transactions","101","0","","201819Q4","January to March 2018-19","140","201819","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2014",0,"D","Tax due (£ million)","102","0","","201819Q4","January to March 2018-19","140","201819","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2015",20,"V","Property value taxed (£ million)","103","0","","201819Q4","January to March 2018-19","140","201819","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2016",50,"C","Number of transactions","101","0","","201819Q1","April to June 2018-19","110","201819","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2017",0.1,"D","Tax due (£ million)","102","0","","201819Q1","April to June 2018-19","110","201819","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2018",15,"V","Property value taxed (£ million)","103","0","","201819Q1","April to June 2018-19","110","201819","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2019",40,"C","Number of transactions","101","0","","201819Q2","July to September 2018-19","120","201819","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2020",0.1,"D","Tax due (£ million)","102","0","","201819Q2","July to September 2018-19","120","201819","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2021",11,"V","Property value taxed (£ million)","103","0","","201819Q2","July to September 2018-19","120","201819","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2022",10,"C","Number of transactions","101","0","","201819Nov","November 2018-19","132","201819Q3","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2023",0,"D","Tax due (£ million)","102","0","","201819Nov","November 2018-19","132","201819Q3","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2024",0,"V","Property value taxed (£ million)","103","0","","201819Nov","November 2018-19","132","201819Q3","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2025",40,"C","Number of transactions","101","0","","201819Oct","October 2018-19","131","201819Q3","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2026",0,"D","Tax due (£ million)","102","0","","201819Oct","October 2018-19","131","201819Q3","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2027",4,"V","Property value taxed (£ million)","103","0","","201819Oct","October 2018-19","131","201819Q3","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2028",10,"C","Number of transactions","101","0","","201819Mar","March 2018-19","143","201819Q4","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2029",0,"D","Tax due (£ million)","102","0","","201819Mar","March 2018-19","143","201819Q4","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2030",2,"V","Property value taxed (£ million)","103","0","","201819Mar","March 2018-19","143","201819Q4","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2031",20,"C","Number of transactions","101","0","","201819May","May 2018-19","112","201819Q1","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2032",0.1,"D","Tax due (£ million)","102","0","","201819May","May 2018-19","112","201819Q1","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2033",8,"V","Property value taxed (£ million)","103","0","","201819May","May 2018-19","112","201819Q1","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2034",20,"C","Number of transactions","101","0","","201819Jul","July 2018-19","121","201819Q2","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2035",0,"D","Tax due (£ million)","102","0","","201819Jul","July 2018-19","121","201819Q2","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2036",4,"V","Property value taxed (£ million)","103","0","","201819Jul","July 2018-19","121","201819Q2","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2037",10,"C","Number of transactions","101","0","","201819Jun","June 2018-19","113","201819Q1","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2038",0,"D","Tax due (£ million)","102","0","","201819Jun","June 2018-19","113","201819Q1","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2039",3,"V","Property value taxed (£ million)","103","0","","201819Jun","June 2018-19","113","201819Q1","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2040",10,"C","Number of transactions","101","0","","201819Feb","February 2018-19","142","201819Q4","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2041",0,"D","Tax due (£ million)","102","0","","201819Feb","February 2018-19","142","201819Q4","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2042",0,"V","Property value taxed (£ million)","103","0","","201819Feb","February 2018-19","142","201819Q4","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2043",10,"C","Number of transactions","101","0","","201819Jan","January 2018-19","141","201819Q4","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2044",0,"D","Tax due (£ million)","102","0","","201819Jan","January 2018-19","141","201819Q4","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2045",0,"V","Property value taxed (£ million)","103","0","","201819Jan","January 2018-19","141","201819Q4","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2046",10,"C","Number of transactions","101","0","","201819Aug","August 2018-19","122","201819Q2","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2047",0,"D","Tax due (£ million)","102","0","","201819Aug","August 2018-19","122","201819Q2","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2048",5,"V","Property value taxed (£ million)","103","0","","201819Aug","August 2018-19","122","201819Q2","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2049",20,"C","Number of transactions","101","0","","201819Dec","December 2018-19","133","201819Q3","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2050",0.1,"D","Tax due (£ million)","102","0","","201819Dec","December 2018-19","133","201819Q3","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2051",4,"V","Property value taxed (£ million)","103","0","","201819Dec","December 2018-19","133","201819Q3","","C02","Non-residential rental value (purchase element)","302","C03","",""
"2052",1700,"C","Number of transactions","101","0","","201819","2018-19","100","","","C03","Non-residential rental value (total)","300","Tot","",""
"2053",10.6,"D","Tax due (£ million)","102","0","","201819","2018-19","100","","","C03","Non-residential rental value (total)","300","Tot","",""
"2054",1299,"V","Property value taxed (£ million)","103","0","","201819","2018-19","100","","","C03","Non-residential rental value (total)","300","Tot","",""
"2055",140,"C","Number of transactions","101","0","","201819Apr","April 2018-19","111","201819Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2056",0,"D","Tax due (£ million)","102","0","","201819Apr","April 2018-19","111","201819Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2057",125,"V","Property value taxed (£ million)","103","0","","201819Apr","April 2018-19","111","201819Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2058",380,"C","Number of transactions","101","0","","202223Q1","April to June 2022-23","510","202223","","C03","Non-residential rental value (total)","300","Tot","",""
"2059",3.8,"D","Tax due (£ million)","102","0","","202223Q1","April to June 2022-23","510","202223","","C03","Non-residential rental value (total)","300","Tot","",""
"2060",414,"V","Property value taxed (£ million)","103","0","","202223Q1","April to June 2022-23","510","202223","","C03","Non-residential rental value (total)","300","Tot","",""
"2061",230,"C","Number of transactions","101","0","","202223Q2","July to September 2022-23 (to date)","520","202223","This only represents the quarter to date.","C03","Non-residential rental value (total)","300","Tot","",""
"2062",1.3,"D","Tax due (£ million)","102","0","","202223Q2","July to September 2022-23 (to date)","520","202223","This only represents the quarter to date.","C03","Non-residential rental value (total)","300","Tot","",""
"2063",149,"V","Property value taxed (£ million)","103","0","","202223Q2","July to September 2022-23 (to date)","520","202223","This only represents the quarter to date.","C03","Non-residential rental value (total)","300","Tot","",""
"2064",130,"C","Number of transactions","101","0","","202223Jun","June 2022-23","513","202223Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2065",0,"D","Tax due (£ million)","102","0","","202223Jun","June 2022-23","513","202223Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2066",158,"V","Property value taxed (£ million)","103","0","","202223Jun","June 2022-23","513","202223Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2067",140,"C","Number of transactions","101","0","","202223May","May 2022-23","512","202223Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2068",0.6,"D","Tax due (£ million)","102","0","","202223May","May 2022-23","512","202223Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2069",89,"V","Property value taxed (£ million)","103","0","","202223May","May 2022-23","512","202223Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2070",100,"C","Number of transactions","101","0","","202223Aug","August 2022-23","522","202223Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2071",0.5,"D","Tax due (£ million)","102","0","","202223Aug","August 2022-23","522","202223Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2072",59,"V","Property value taxed (£ million)","103","0","","202223Aug","August 2022-23","522","202223Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2073",130,"C","Number of transactions","101","0","","202223Jul","July 2022-23","521","202223Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2074",0.8,"D","Tax due (£ million)","102","0","","202223Jul","July 2022-23","521","202223Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2075",90,"V","Property value taxed (£ million)","103","0","","202223Jul","July 2022-23","521","202223Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2076",610,"C","Number of transactions","101","0","","202223","2022-23 (to date)","500","","","C03","Non-residential rental value (total)","300","Tot","",""
"2077",5.1,"D","Tax due (£ million)","102","0","","202223","2022-23 (to date)","500","","","C03","Non-residential rental value (total)","300","Tot","",""
"2078",563,"V","Property value taxed (£ million)","103","0","","202223","2022-23 (to date)","500","","","C03","Non-residential rental value (total)","300","Tot","",""
"2079",110,"C","Number of transactions","101","0","","202223Apr","April 2022-23","511","202223Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2080",1,"D","Tax due (£ million)","102","0","","202223Apr","April 2022-23","511","202223Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2081",167,"V","Property value taxed (£ million)","103","0","","202223Apr","April 2022-23","511","202223Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2082",430,"C","Number of transactions","101","0","","202122Q4","January to March 2021-22","440","202122","","C03","Non-residential rental value (total)","300","Tot","",""
"2083",3,"D","Tax due (£ million)","102","0","","202122Q4","January to March 2021-22","440","202122","","C03","Non-residential rental value (total)","300","Tot","",""
"2084",326,"V","Property value taxed (£ million)","103","0","","202122Q4","January to March 2021-22","440","202122","","C03","Non-residential rental value (total)","300","Tot","",""
"2085",130,"C","Number of transactions","101","0","","202122Sep","September 2021-22","423","202122Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2086",0.4,"D","Tax due (£ million)","102","0","","202122Sep","September 2021-22","423","202122Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2087",57,"V","Property value taxed (£ million)","103","0","","202122Sep","September 2021-22","423","202122Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2088",390,"C","Number of transactions","101","0","","202122Q2","July to September 2021-22","420","202122","","C03","Non-residential rental value (total)","300","Tot","",""
"2089",1.1,"D","Tax due (£ million)","102","0","","202122Q2","July to September 2021-22","420","202122","","C03","Non-residential rental value (total)","300","Tot","",""
"2090",177,"V","Property value taxed (£ million)","103","0","","202122Q2","July to September 2021-22","420","202122","","C03","Non-residential rental value (total)","300","Tot","",""
"2091",400,"C","Number of transactions","101","0","","202122Q3","October to December 2021-22","430","202122","","C03","Non-residential rental value (total)","300","Tot","",""
"2092",1.7,"D","Tax due (£ million)","102","0","","202122Q3","October to December 2021-22","430","202122","","C03","Non-residential rental value (total)","300","Tot","",""
"2093",206,"V","Property value taxed (£ million)","103","0","","202122Q3","October to December 2021-22","430","202122","","C03","Non-residential rental value (total)","300","Tot","",""
"2094",130,"C","Number of transactions","101","0","","202122Oct","October 2021-22","431","202122Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2095",0.3,"D","Tax due (£ million)","102","0","","202122Oct","October 2021-22","431","202122Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2096",52,"V","Property value taxed (£ million)","103","0","","202122Oct","October 2021-22","431","202122Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2097",400,"C","Number of transactions","101","0","","202122Q1","April to June 2021-22","410","202122","","C03","Non-residential rental value (total)","300","Tot","",""
"2098",2.4,"D","Tax due (£ million)","102","0","","202122Q1","April to June 2021-22","410","202122","","C03","Non-residential rental value (total)","300","Tot","",""
"2099",269,"V","Property value taxed (£ million)","103","0","","202122Q1","April to June 2021-22","410","202122","","C03","Non-residential rental value (total)","300","Tot","",""
"2100",130,"C","Number of transactions","101","0","","202122May","May 2021-22","412","202122Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2101",0.6,"D","Tax due (£ million)","102","0","","202122May","May 2021-22","412","202122Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2102",70,"V","Property value taxed (£ million)","103","0","","202122May","May 2021-22","412","202122Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2103",130,"C","Number of transactions","101","0","","202122Nov","November 2021-22","432","202122Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2104",0.6,"D","Tax due (£ million)","102","0","","202122Nov","November 2021-22","432","202122Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2105",65,"V","Property value taxed (£ million)","103","0","","202122Nov","November 2021-22","432","202122Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2106",140,"C","Number of transactions","101","0","","202122Jun","June 2021-22","413","202122Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2107",1.3,"D","Tax due (£ million)","102","0","","202122Jun","June 2021-22","413","202122Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2108",134,"V","Property value taxed (£ million)","103","0","","202122Jun","June 2021-22","413","202122Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2109",160,"C","Number of transactions","101","0","","202122Mar","March 2021-22","443","202122Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2110",0.7,"D","Tax due (£ million)","102","0","","202122Mar","March 2021-22","443","202122Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2111",92,"V","Property value taxed (£ million)","103","0","","202122Mar","March 2021-22","443","202122Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2112",130,"C","Number of transactions","101","0","","202122Jan","January 2021-22","441","202122Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2113",0.6,"D","Tax due (£ million)","102","0","","202122Jan","January 2021-22","441","202122Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2114",73,"V","Property value taxed (£ million)","103","0","","202122Jan","January 2021-22","441","202122Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2115",130,"C","Number of transactions","101","0","","202122Jul","July 2021-22","421","202122Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2116",0.3,"D","Tax due (£ million)","102","0","","202122Jul","July 2021-22","421","202122Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2117",55,"V","Property value taxed (£ million)","103","0","","202122Jul","July 2021-22","421","202122Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2118",140,"C","Number of transactions","101","0","","202122Dec","December 2021-22","433","202122Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2119",0.8,"D","Tax due (£ million)","102","0","","202122Dec","December 2021-22","433","202122Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2120",88,"V","Property value taxed (£ million)","103","0","","202122Dec","December 2021-22","433","202122Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2121",140,"C","Number of transactions","101","0","","202122Feb","February 2021-22","442","202122Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2122",1.7,"D","Tax due (£ million)","102","0","","202122Feb","February 2021-22","442","202122Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2123",161,"V","Property value taxed (£ million)","103","0","","202122Feb","February 2021-22","442","202122Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2124",130,"C","Number of transactions","101","0","","202122Apr","April 2021-22","411","202122Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2125",0.5,"D","Tax due (£ million)","102","0","","202122Apr","April 2021-22","411","202122Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2126",65,"V","Property value taxed (£ million)","103","0","","202122Apr","April 2021-22","411","202122Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2127",130,"C","Number of transactions","101","0","","202122Aug","August 2021-22","422","202122Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2128",0.4,"D","Tax due (£ million)","102","0","","202122Aug","August 2021-22","422","202122Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2129",65,"V","Property value taxed (£ million)","103","0","","202122Aug","August 2021-22","422","202122Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2130",110,"C","Number of transactions","101","0","","202021Sep","September 2020-21","323","202021Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2131",0.4,"D","Tax due (£ million)","102","0","","202021Sep","September 2020-21","323","202021Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2132",55,"V","Property value taxed (£ million)","103","0","","202021Sep","September 2020-21","323","202021Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2133",1620,"C","Number of transactions","101","0","","202122","2021-22","400","","","C03","Non-residential rental value (total)","300","Tot","",""
"2134",8.2,"D","Tax due (£ million)","102","0","","202122","2021-22","400","","","C03","Non-residential rental value (total)","300","Tot","",""
"2135",978,"V","Property value taxed (£ million)","103","0","","202122","2021-22","400","","","C03","Non-residential rental value (total)","300","Tot","",""
"2136",390,"C","Number of transactions","101","0","","202021Q3","October to December 2020-21","330","202021","","C03","Non-residential rental value (total)","300","Tot","",""
"2137",1.9,"D","Tax due (£ million)","102","0","","202021Q3","October to December 2020-21","330","202021","","C03","Non-residential rental value (total)","300","Tot","",""
"2138",280,"V","Property value taxed (£ million)","103","0","","202021Q3","October to December 2020-21","330","202021","","C03","Non-residential rental value (total)","300","Tot","",""
"2139",370,"C","Number of transactions","101","0","","202021Q4","January to March 2020-21","340","202021","","C03","Non-residential rental value (total)","300","Tot","",""
"2140",3.3,"D","Tax due (£ million)","102","0","","202021Q4","January to March 2020-21","340","202021","","C03","Non-residential rental value (total)","300","Tot","",""
"2141",435,"V","Property value taxed (£ million)","103","0","","202021Q4","January to March 2020-21","340","202021","","C03","Non-residential rental value (total)","300","Tot","",""
"2142",230,"C","Number of transactions","101","0","","202021Q1","April to June 2020-21","310","202021","","C03","Non-residential rental value (total)","300","Tot","",""
"2143",0.7,"D","Tax due (£ million)","102","0","","202021Q1","April to June 2020-21","310","202021","","C03","Non-residential rental value (total)","300","Tot","",""
"2144",126,"V","Property value taxed (£ million)","103","0","","202021Q1","April to June 2020-21","310","202021","","C03","Non-residential rental value (total)","300","Tot","",""
"2145",320,"C","Number of transactions","101","0","","202021Q2","July to September 2020-21","320","202021","","C03","Non-residential rental value (total)","300","Tot","",""
"2146",1.5,"D","Tax due (£ million)","102","0","","202021Q2","July to September 2020-21","320","202021","","C03","Non-residential rental value (total)","300","Tot","",""
"2147",256,"V","Property value taxed (£ million)","103","0","","202021Q2","July to September 2020-21","320","202021","","C03","Non-residential rental value (total)","300","Tot","",""
"2148",130,"C","Number of transactions","101","0","","202021Nov","November 2020-21","332","202021Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2149",0.4,"D","Tax due (£ million)","102","0","","202021Nov","November 2020-21","332","202021Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2150",56,"V","Property value taxed (£ million)","103","0","","202021Nov","November 2020-21","332","202021Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2151",130,"C","Number of transactions","101","0","","202021Oct","October 2020-21","331","202021Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2152",0.5,"D","Tax due (£ million)","102","0","","202021Oct","October 2020-21","331","202021Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2153",77,"V","Property value taxed (£ million)","103","0","","202021Oct","October 2020-21","331","202021Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2154",160,"C","Number of transactions","101","0","","202021Mar","March 2020-21","343","202021Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2155",0.5,"D","Tax due (£ million)","102","0","","202021Mar","March 2020-21","343","202021Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2156",104,"V","Property value taxed (£ million)","103","0","","202021Mar","March 2020-21","343","202021Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2157",60,"C","Number of transactions","101","0","","202021May","May 2020-21","312","202021Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2158",0.2,"D","Tax due (£ million)","102","0","","202021May","May 2020-21","312","202021Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2159",24,"V","Property value taxed (£ million)","103","0","","202021May","May 2020-21","312","202021Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2160",130,"C","Number of transactions","101","0","","202021Jul","July 2020-21","321","202021Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2161",0.7,"D","Tax due (£ million)","102","0","","202021Jul","July 2020-21","321","202021Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2162",125,"V","Property value taxed (£ million)","103","0","","202021Jul","July 2020-21","321","202021Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2163",90,"C","Number of transactions","101","0","","202021Jun","June 2020-21","313","202021Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2164",0.3,"D","Tax due (£ million)","102","0","","202021Jun","June 2020-21","313","202021Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2165",65,"V","Property value taxed (£ million)","103","0","","202021Jun","June 2020-21","313","202021Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2166",120,"C","Number of transactions","101","0","","202021Feb","February 2020-21","342","202021Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2167",2.4,"D","Tax due (£ million)","102","0","","202021Feb","February 2020-21","342","202021Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2168",226,"V","Property value taxed (£ million)","103","0","","202021Feb","February 2020-21","342","202021Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2169",90,"C","Number of transactions","101","0","","202021Jan","January 2020-21","341","202021Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2170",0.4,"D","Tax due (£ million)","102","0","","202021Jan","January 2020-21","341","202021Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2171",104,"V","Property value taxed (£ million)","103","0","","202021Jan","January 2020-21","341","202021Q4","","C03","Non-residential rental value (total)","300","Tot","",""
"2172",80,"C","Number of transactions","101","0","","202021Aug","August 2020-21","322","202021Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2173",0.4,"D","Tax due (£ million)","102","0","","202021Aug","August 2020-21","322","202021Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2174",76,"V","Property value taxed (£ million)","103","0","","202021Aug","August 2020-21","322","202021Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2175",140,"C","Number of transactions","101","0","","202021Dec","December 2020-21","333","202021Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2176",1,"D","Tax due (£ million)","102","0","","202021Dec","December 2020-21","333","202021Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2177",146,"V","Property value taxed (£ million)","103","0","","202021Dec","December 2020-21","333","202021Q3","","C03","Non-residential rental value (total)","300","Tot","",""
"2178",1320,"C","Number of transactions","101","0","","202021","2020-21","300","","","C03","Non-residential rental value (total)","300","Tot","",""
"2179",7.4,"D","Tax due (£ million)","102","0","","202021","2020-21","300","","","C03","Non-residential rental value (total)","300","Tot","",""
"2180",1096,"V","Property value taxed (£ million)","103","0","","202021","2020-21","300","","","C03","Non-residential rental value (total)","300","Tot","",""
"2181",80,"C","Number of transactions","101","0","","202021Apr","April 2020-21","311","202021Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2182",0.3,"D","Tax due (£ million)","102","0","","202021Apr","April 2020-21","311","202021Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2183",37,"V","Property value taxed (£ million)","103","0","","202021Apr","April 2020-21","311","202021Q1","","C03","Non-residential rental value (total)","300","Tot","",""
"2184",480,"C","Number of transactions","101","0","","201920Q4","January to March 2019-20","240","201920","","C03","Non-residential rental value (total)","300","Tot","",""
"2185",3,"D","Tax due (£ million)","102","0","","201920Q4","January to March 2019-20","240","201920","","C03","Non-residential rental value (total)","300","Tot","",""
"2186",304,"V","Property value taxed (£ million)","103","0","","201920Q4","January to March 2019-20","240","201920","","C03","Non-residential rental value (total)","300","Tot","",""
"2187",160,"C","Number of transactions","101","0","","201920Sep","September 2019-20","223","201920Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2188",0.9,"D","Tax due (£ million)","102","0","","201920Sep","September 2019-20","223","201920Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2189",204,"V","Property value taxed (£ million)","103","0","","201920Sep","September 2019-20","223","201920Q2","","C03","Non-residential rental value (total)","300","Tot","",""
"2190",490,"C","Number of transactions","101","0","","201920Q2","July to September 2019-20","220","201920","","C03","Non-residential rental value (total)","300","Tot","",""
"2191",2.1,"D","Tax due (£ million)","102","0","","201920Q2","July to September 2019-20","220","201920","","C03","Non-residential rental value (total)","300","Tot","",""
"2192",424,"V","Property value taxed (£ million)","103","0","","201920Q2","July to September 2019-20","220","201920","","C03","Non-residential rental value (total)","300","Tot","",""
"2193",390,"C","Number of transactions","101","0","","201920Q3","October to December 2019-20","230","201920","","C03","Non-residential rental value (total)","300","Tot","",""
"2194",2.9,"D","Tax due (£ million)","102","0","","201920Q3","October to December 2019-20","230","201920","","C03","Non-residential rental value (total)","300","Tot","",""
